주소,간식빵,샌드위치류,샐러드류,식빵류,신제품,크림빵,파이/패스트리,"피자빵,고로케"
강원특별자치도 홍천군,3214.3,6950.0,,4955.6,4600.0,2983.3,3100.0,3200.0
강원특별자치도 강릉시,3103.35,7158.35,8300.0,5212.2,4600.0,3672.5,2650.0,3062.5
강원특별자치도 동해시,2657.1,,,5344.4,,3220.0,2933.3,3025.0
강원특별자치도 원주시,3040.825,7153.025,10500.0,5178.275,4600.0,3155.0,2841.65,3075.85
강원특별자치도 춘천시,2920.0,6625.0,8300.0,4979.25,4600.0,3375.0,3050.0,3158.3
