주소,간식빵,샌드위치류,샐러드류,식빵류,신제품,크림빵,파이/패스트리,"피자빵,고로케"
전라북도 군산시,2880.0,7132.15,8500.0,4955.1,4600.0,3470.85,2933.3,3250.0
전라북도 김제시,2737.5,7275.0,,5163.6,4600.0,3166.7,3333.3,3460.0
전라북도 완주군,2962.5,7060.0,8350.0,4916.7,4600.0,3480.0,3100.0,3100.0
전라북도 익산시,2991.65,7108.35,,5152.25,4600.0,3066.65,2950.0,3086.65
전라북도 전주시,3150.075,6983.325,,4820.125,4716.675,3322.2,2966.65,3134.175
전라북도 정읍시,2855.6,6770.0,8800.0,5111.1,4600.0,3916.7,2966.7,3125.0
