주소,평균가격
충청북도 제천시,4919.125
충청북도 충주시,4773.71875
충청북도 청주시,4484.939583333333
충청북도 옥천군,4198.271428571429
충청북도 증평군,4080.942857142857
충청북도 진천군,4061.6625
충청북도 음성군,4021.835714285714
충청북도 청원군,3968.5125000000003
